event_id,fixture_id,source_id,home_team,away_team,league,commence_time,home_odds,draw_odds,away_odds,home_bookmaker,away_bookmaker,source
19439483,19439483,19439483,Girona,FC Barcelona,soccer_spain_la_liga,2026-02-16T20:00:00,6.0,5.5,1.4,Coral,Coral,sportmonks
