event_id,fixture_id,source_id,home_team,away_team,league,commence_time,home_odds,draw_odds,away_odds,home_bookmaker,away_bookmaker,source
19427718,19427718,19427718,Wolverhampton Wanderers,Arsenal,soccer_epl,2026-02-18T20:00:00,7.2,5.94,1.31,1xbet,1xbet,sportmonks
